head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Lessy,Rozemyne,"The windows are covered with transparent mana membranes. *Lessy is created from Rozemyne's mana, therefore anyone with less mana than Rozemyne couldn't destroy Lessy or harm the passengers inside.",Features,prose,no_relation,keyword:none,family,Lessy || Rozemyne,cand_004892,"The windows are covered with transparent mana membranes. *Lessy is created from Rozemyne's mana, therefore anyone with less mana than Rozemyne couldn't destroy Lessy or harm the passengers inside.","section=Features source=prose The windows are covered with transparent mana membranes. *[HEAD] Lessy [/HEAD] is created from [TAIL] Rozemyne [/TAIL]'s mana, therefore anyone with less mana than Rozemyne couldn't destroy Lessy or harm the passengers inside.",family,parsed,google/gemma-2-2b-it
Hannelore,Lestilaut,"Before her Baptism, Hannelore carried the nickname Lady Crybaby because Hannelore crying whenever Lestilaut teased her or beat her in any sport.",History,prose,no_relation,keyword:none,enemy_rival,Hannelore || Lestilaut,cand_004893,"Before her Baptism, Hannelore carried the nickname Lady Crybaby because Hannelore crying whenever Lestilaut teased her or beat her in any sport.","section=History source=prose Before her Baptism, [HEAD] Hannelore [/HEAD] carried the nickname Lady Crybaby because Hannelore crying whenever [TAIL] Lestilaut [/TAIL] teased her or beat her in any sport.",enemy_rival,parsed,google/gemma-2-2b-it
Fatiehe,Detlinde,"She is already engaged and will marry into another duchy come next Spring, which in turn makes Martina envious of her, since Martina being one of Detlinde's favorites is unlikely to ever be able to leave her lady's service.",Part 5 Volume 3,prose,romantic,keyword:\bengaged\b,romantic,Fatiehe || Detlinde,cand_004894,"She is already engaged and will marry into another duchy come next Spring, which in turn makes Martina envious of her, since Martina being one of Detlinde's favorites is unlikely to ever be able to leave her lady's service.","section=Part 5 Volume 3 source=prose [HEAD] Fatiehe [/HEAD] She is already engaged and will marry into another duchy come next Spring, which in turn makes Martina envious of her, since Martina being one of [TAIL] Detlinde [/TAIL]'s favorites is unlikely to ever be able to leave her lady's service.",romantic,parsed,google/gemma-2-2b-it
Ewigeliebe,Leidenschaft,Infobox field family/Brother: Leidenschaft (In-law),infobox,infobox,family,infobox:family/Brother,family,Ewigeliebe || Leidenschaft,cand_004895,Infobox field family/Brother: Leidenschaft (In-law),section=infobox source=infobox [HEAD] Ewigeliebe [/HEAD] Infobox field family/Brother: [TAIL] Leidenschaft [/TAIL] (In-law),family,parsed,google/gemma-2-2b-it
Charlotte,Rozemyne,"She is still on the short side however, and was dwarfed by Rozemyne again after her growth spurt from Anwachs' power.",Appearance,prose,no_relation,keyword:none,no_relation,Charlotte || Rozemyne,cand_004896,"She is still on the short side however, and was dwarfed by Rozemyne again after her growth spurt from Anwachs' power.","section=Appearance source=prose [HEAD] Charlotte [/HEAD] She is still on the short side however, and was dwarfed by [TAIL] Rozemyne [/TAIL] again after her growth spurt from Anwachs' power.",no_relation,parsed,google/gemma-2-2b-it
Gerda,Myne,As they do not trust Myne to stay home alone Effa takes Myne to Gerda before she goes to work.,Part 1,prose,no_relation,keyword:none,friend_ally,Gerda || Myne,cand_004897,As they do not trust Myne to stay home alone Effa takes Myne to Gerda before she goes to work.,section=Part 1 source=prose As they do not trust [TAIL] Myne [/TAIL] to stay home alone Effa takes Myne to [HEAD] Gerda [/HEAD] before she goes to work.,friend_ally,parsed,google/gemma-2-2b-it
Letizia,Detlinde,Infobox field family/Aunt: Detlinde Alstede,infobox,infobox,family,infobox:family/Aunt,family,Letizia || Detlinde,cand_004898,Infobox field family/Aunt: Detlinde Alstede,section=infobox source=infobox [HEAD] Letizia [/HEAD] Infobox field family/Aunt: [TAIL] Detlinde [/TAIL] Alstede,family,parsed,google/gemma-2-2b-it
Wolf,Myne,Benno immediately called Myne's father and sister who then escorted Myne to the temple and she began her winter stay.,Story,prose,family,"keyword:\bfather\b,\bsister\b",family,Wolf || Myne,cand_004899,Benno immediately called Myne's father and sister who then escorted Myne to the temple and she began her winter stay.,section=Story source=prose [HEAD] Wolf [/HEAD] Benno immediately called [TAIL] Myne [/TAIL]'s father and sister who then escorted Myne to the temple and she began her winter stay.,family,parsed,google/gemma-2-2b-it
Schutzaria,Goddess of Light,Infobox field family/Mother: Goddess of Light,infobox,infobox,family,infobox:family/Mother,family,Schutzaria || Goddess of Light,cand_004900,Infobox field family/Mother: Goddess of Light,section=infobox source=infobox [HEAD] Schutzaria [/HEAD] Infobox field family/Mother: [TAIL] Goddess of Light [/TAIL],family,parsed,google/gemma-2-2b-it
Sigiswald,Trauerqual,"Sigiswald negotiates some preliminary conditions with Rozemyne and hears her suggestions for the rest of the negotiation, but ultimately the final decisions will be made between Zent Trauerqual and Aub Ehrenfest.",Part 5 Volume 5,prose,no_relation,keyword:none,no_relation,Sigiswald || Trauerqual,cand_004901,"Sigiswald negotiates some preliminary conditions with Rozemyne and hears her suggestions for the rest of the negotiation, but ultimately the final decisions will be made between Zent Trauerqual and Aub Ehrenfest.","section=Part 5 Volume 5 source=prose [HEAD] Sigiswald [/HEAD] negotiates some preliminary conditions with Rozemyne and hears her suggestions for the rest of the negotiation, but ultimately the final decisions will be made between Zent [TAIL] Trauerqual [/TAIL] and Aub Ehrenfest.",no_relation,parsed,google/gemma-2-2b-it
Janrik,Georgine,He was executed in the Winter purge for having gave his name to Georgine.,lead,prose,enemy_rival,keyword:\bexecute(?:d|s)?\b,enemy_rival,Janrik || Georgine,cand_004902,He was executed in the Winter purge for having gave his name to Georgine.,section=lead source=prose [HEAD] Janrik [/HEAD] He was executed in the Winter purge for having gave his name to [TAIL] Georgine [/TAIL].,enemy_rival,parsed,google/gemma-2-2b-it
Nahelache,Adolphine,"A short time before her husband is to marry Lady Adolphine of Drewanchel, Nahelache gives birth to her and Sigiswald's first child.",Part 5 Volume 5,prose,romantic,keyword:\bhusband\b,romantic,Nahelache || Adolphine,cand_004903,"A short time before her husband is to marry Lady Adolphine of Drewanchel, Nahelache gives birth to her and Sigiswald's first child.","section=Part 5 Volume 5 source=prose A short time before her husband is to marry Lady [TAIL] Adolphine [/TAIL] of Drewanchel, [HEAD] Nahelache [/HEAD] gives birth to her and Sigiswald's first child.",romantic,parsed,google/gemma-2-2b-it
Karstedt,Ferdinand,He remained involved with Myne and investigated Wolf with Ferdinand.,Adoption Talk,prose,no_relation,keyword:none,friend_ally,Karstedt || Ferdinand,cand_004904,He remained involved with Myne and investigated Wolf with Ferdinand.,section=Adoption Talk source=prose [HEAD] Karstedt [/HEAD] He remained involved with Myne and investigated Wolf with [TAIL] Ferdinand [/TAIL].,friend_ally,parsed,google/gemma-2-2b-it
Philine,Rozemyne,"*Language: While working for Lady Rozemyne, Philine has learned to read old and obscure dialects that few people in Ehrenfest are able to read these days.",Non-Magical,prose,no_relation,keyword:none,service_retainer,Philine || Rozemyne,cand_004905,"*Language: While working for Lady Rozemyne, Philine has learned to read old and obscure dialects that few people in Ehrenfest are able to read these days.","section=Non-Magical source=prose *Language: While working for Lady [TAIL] Rozemyne [/TAIL], [HEAD] Philine [/HEAD] has learned to read old and obscure dialects that few people in Ehrenfest are able to read these days.",service_retainer,parsed,google/gemma-2-2b-it
Rozemyne,Brunhilde,"However, she is still on the smaller side, ending up a bit smaller than Gretia and quite a bit shorter than Brunhilde, Wilfried, and Tuuli.",Appearance,prose,no_relation,keyword:none,no_relation,Rozemyne || Brunhilde,cand_004906,"However, she is still on the smaller side, ending up a bit smaller than Gretia and quite a bit shorter than Brunhilde, Wilfried, and Tuuli.","section=Appearance source=prose [HEAD] Rozemyne [/HEAD] However, she is still on the smaller side, ending up a bit smaller than Gretia and quite a bit shorter than [TAIL] Brunhilde [/TAIL], Wilfried, and Tuuli.",no_relation,parsed,google/gemma-2-2b-it
Arno,Ferdinand,"However, Ferdinand was in the temple.",Part 2,prose,no_relation,keyword:none,no_relation,Arno || Ferdinand,cand_004907,"However, Ferdinand was in the temple.","section=Part 2 source=prose [HEAD] Arno [/HEAD] However, [TAIL] Ferdinand [/TAIL] was in the temple.",no_relation,parsed,google/gemma-2-2b-it
Konrad,Rozemyne,"In the winter of Rozemyne's third term at the Royal Academy, Aub Ehrenfest enacts a purge of the former Veronica faction.",Part 4 Volume 9,prose,no_relation,keyword:none,no_relation,Konrad || Rozemyne,cand_004908,"In the winter of Rozemyne's third term at the Royal Academy, Aub Ehrenfest enacts a purge of the former Veronica faction.","section=Part 4 Volume 9 source=prose [HEAD] Konrad [/HEAD] In the winter of [TAIL] Rozemyne [/TAIL]'s third term at the Royal Academy, Aub Ehrenfest enacts a purge of the former Veronica faction.",no_relation,parsed,google/gemma-2-2b-it
Gloria,Detlinde,"Once there, she has one of her attendants wrap the stolen bible in a piece of cloth bought from the Gilberta Company and brought to the castle to be sent to Ahrensbach, disguised as a gift for Ferdinand and Detlinde's wedding.",Part 4 Volume 9,prose,service_retainer,keyword:\battendants\b,friend_ally,Gloria || Detlinde,cand_004909,"Once there, she has one of her attendants wrap the stolen bible in a piece of cloth bought from the Gilberta Company and brought to the castle to be sent to Ahrensbach, disguised as a gift for Ferdinand and Detlinde's wedding.","section=Part 4 Volume 9 source=prose [HEAD] Gloria [/HEAD] Once there, she has one of her attendants wrap the stolen bible in a piece of cloth bought from the Gilberta Company and brought to the castle to be sent to Ahrensbach, disguised as a gift for Ferdinand and [TAIL] Detlinde [/TAIL]'s wedding.",friend_ally,parsed,google/gemma-2-2b-it
Fraularm,Hirschur,"Hirschur and Rauffen investigated the cellar, while Gundolf and Fraularm went to the second and third floors.",Part 4 Volume 6,prose,no_relation,keyword:none,friend_ally,Fraularm || Hirschur,cand_004910,"Hirschur and Rauffen investigated the cellar, while Gundolf and Fraularm went to the second and third floors.","section=Part 4 Volume 6 source=prose [TAIL] Hirschur [/TAIL] and Rauffen investigated the cellar, while Gundolf and [HEAD] Fraularm [/HEAD] went to the second and third floors.",friend_ally,parsed,google/gemma-2-2b-it
Karstedt,Wolf,He remained involved with Myne and investigated Wolf with Ferdinand.,Adoption Talk,prose,no_relation,keyword:none,no_relation,Karstedt || Wolf,cand_004911,He remained involved with Myne and investigated Wolf with Ferdinand.,section=Adoption Talk source=prose [HEAD] Karstedt [/HEAD] He remained involved with Myne and investigated [TAIL] Wolf [/TAIL] with Ferdinand.,no_relation,parsed,google/gemma-2-2b-it
Lessy,Rozemyne,"In Rozemyne's first year at the Royal Academy, her unusual highbeast draws quite some attention from the other students.",Story,prose,no_relation,keyword:none,no_relation,Lessy || Rozemyne,cand_004912,"In Rozemyne's first year at the Royal Academy, her unusual highbeast draws quite some attention from the other students.","section=Story source=prose [HEAD] Lessy [/HEAD] In [TAIL] Rozemyne [/TAIL]'s first year at the Royal Academy, her unusual highbeast draws quite some attention from the other students.",no_relation,parsed,google/gemma-2-2b-it
Ortwin,Hirschur,"Like in many other practical lessons, rather than going by status and rank, the students who finish memorizing the prayer first also perform the ritual first and thus Hirschur takes Rozemyne to the shrine, while Professor Gundolf keeps watch over the other students.",Part 5 Volume 1,prose,no_relation,keyword:none,friend_ally,Ortwin || Hirschur,cand_004913,"Like in many other practical lessons, rather than going by status and rank, the students who finish memorizing the prayer first also perform the ritual first and thus Hirschur takes Rozemyne to the shrine, while Professor Gundolf keeps watch over the other students.","section=Part 5 Volume 1 source=prose [HEAD] Ortwin [/HEAD] Like in many other practical lessons, rather than going by status and rank, the students who finish memorizing the prayer first also perform the ritual first and thus [TAIL] Hirschur [/TAIL] takes Rozemyne to the shrine, while Professor Gundolf keeps watch over the other students.",friend_ally,parsed,google/gemma-2-2b-it
Sigiswald,Rozemyne,"Additionally, Hannelore's comment made it clear to Rozemyne that the pendant is not only a permission but a courtship magic tool that also leaks mana.",Part 5 Volume 8,prose,no_relation,keyword:none,romantic,Sigiswald || Rozemyne,cand_004914,"Additionally, Hannelore's comment made it clear to Rozemyne that the pendant is not only a permission but a courtship magic tool that also leaks mana.","section=Part 5 Volume 8 source=prose [HEAD] Sigiswald [/HEAD] Additionally, Hannelore's comment made it clear to [TAIL] Rozemyne [/TAIL] that the pendant is not only a permission but a courtship magic tool that also leaks mana.",romantic,parsed,google/gemma-2-2b-it
Barthold,Veronica,"He is practically a worshipper of Veronica, and as such, has a very strong dislike of Sylvester for imprisoning her.",Personality,prose,no_relation,keyword:none,enemy_rival,Barthold || Veronica,cand_004915,"He is practically a worshipper of Veronica, and as such, has a very strong dislike of Sylvester for imprisoning her.","section=Personality source=prose [HEAD] Barthold [/HEAD] He is practically a worshipper of [TAIL] Veronica [/TAIL], and as such, has a very strong dislike of Sylvester for imprisoning her.",enemy_rival,parsed,google/gemma-2-2b-it
Roswitha,Detlinde,"At the start of the Lanzenave invasion, she was murdered by Detlinde and Leonzio using an Instant-Death potion.",lead,prose,no_relation,keyword:none,enemy_rival,Roswitha || Detlinde,cand_004916,"At the start of the Lanzenave invasion, she was murdered by Detlinde and Leonzio using an Instant-Death potion.","section=lead source=prose [HEAD] Roswitha [/HEAD] At the start of the Lanzenave invasion, she was murdered by [TAIL] Detlinde [/TAIL] and Leonzio using an Instant-Death potion.",enemy_rival,parsed,google/gemma-2-2b-it
Zack,Johann,"During their leherl task appraisal, Johann’s metal letter types were chosen over his own project, injuring his pride.",History,prose,no_relation,keyword:none,enemy_rival,Zack || Johann,cand_004917,"During their leherl task appraisal, Johann’s metal letter types were chosen over his own project, injuring his pride.","section=History source=prose [HEAD] Zack [/HEAD] During their leherl task appraisal, [TAIL] Johann [/TAIL]’s metal letter types were chosen over his own project, injuring his pride.",enemy_rival,parsed,google/gemma-2-2b-it
Lestilaut,Rozemyne,"Rozemyne considers him to be a ""musclehead."" He demonstrated a tendency to act without thinking things through, when escalating a dispute over the mastership of Schwartz and Weiss into full-on combat within the halls of the Royal Academy.",Personality,prose,no_relation,keyword:none,enemy_rival,Lestilaut || Rozemyne,cand_004918,"Rozemyne considers him to be a ""musclehead."" He demonstrated a tendency to act without thinking things through, when escalating a dispute over the mastership of Schwartz and Weiss into full-on combat within the halls of the Royal Academy.","section=Personality source=prose [HEAD] Lestilaut [/HEAD] [TAIL] Rozemyne [/TAIL] considers him to be a ""musclehead."" He demonstrated a tendency to act without thinking things through, when escalating a dispute over the mastership of Schwartz and Weiss into full-on combat within the halls of the Royal Academy.",enemy_rival,parsed,google/gemma-2-2b-it
Florencia,Rudiger,"Infobox field family/Relatives: Rudiger (Nephew) Detlinde (Niece, In-Law) Wolfram (Nephew, In-Law, Deceased) Alstede (Niece, In-Law) Several Unnamed Nieces (In-Law)",infobox,infobox,family,infobox:family/Relatives,family,Florencia || Rudiger,cand_004919,"Infobox field family/Relatives: Rudiger (Nephew) Detlinde (Niece, In-Law) Wolfram (Nephew, In-Law, Deceased) Alstede (Niece, In-Law) Several Unnamed Nieces (In-Law)","section=infobox source=infobox [HEAD] Florencia [/HEAD] Infobox field family/Relatives: [TAIL] Rudiger [/TAIL] (Nephew) Detlinde (Niece, In-Law) Wolfram (Nephew, In-Law, Deceased) Alstede (Niece, In-Law) Several Unnamed Nieces (In-Law)",family,parsed,google/gemma-2-2b-it
Ortwin,Rozemyne,"At a tea party with Rozemyne, however, the Ehrenfest archduke candidate promised she would lend Ortwin a book with knight's stories through Wilfried.",Part 4 Volume 7,prose,no_relation,keyword:none,friend_ally,Ortwin || Rozemyne,cand_004920,"At a tea party with Rozemyne, however, the Ehrenfest archduke candidate promised she would lend Ortwin a book with knight's stories through Wilfried.","section=Part 4 Volume 7 source=prose At a tea party with [TAIL] Rozemyne [/TAIL], however, the Ehrenfest archduke candidate promised she would lend [HEAD] Ortwin [/HEAD] a book with knight's stories through Wilfried.",friend_ally,parsed,google/gemma-2-2b-it
Roswitha,Ferdinand,"When Lord Ferdinand arrives in Ahrensbach, Sergius volunteers to become his attendent, due to the respect that Ferdinand earned from him in their shared time at the Royal Academy.",Part 5 Volume 7,prose,no_relation,keyword:none,service_retainer,Roswitha || Ferdinand,cand_004921,"When Lord Ferdinand arrives in Ahrensbach, Sergius volunteers to become his attendent, due to the respect that Ferdinand earned from him in their shared time at the Royal Academy.","section=Part 5 Volume 7 source=prose [HEAD] Roswitha [/HEAD] When Lord [TAIL] Ferdinand [/TAIL] arrives in Ahrensbach, Sergius volunteers to become his attendent, due to the respect that Ferdinand earned from him in their shared time at the Royal Academy.",service_retainer,parsed,google/gemma-2-2b-it
Hildebrand,Anastasius,Infobox field family/Brother: Sigiswald (Half-Brother) Anastasius (Half-Brother),infobox,infobox,family,infobox:family/Brother,family,Hildebrand || Anastasius,cand_004922,Infobox field family/Brother: Sigiswald (Half-Brother) Anastasius (Half-Brother),section=infobox source=infobox [HEAD] Hildebrand [/HEAD] Infobox field family/Brother: Sigiswald (Half-Brother) [TAIL] Anastasius [/TAIL] (Half-Brother),family,parsed,google/gemma-2-2b-it
Sergius,Ferdinand,"Despite his exemplary service, Ferdinand is not yet able to fully trust him as can be seen by him cutting Rozemyne off and warning her against discussing intelligence with him while Sergius is within earshot.",Part 5 Volume 3,prose,no_relation,keyword:none,enemy_rival,Sergius || Ferdinand,cand_004923,"Despite his exemplary service, Ferdinand is not yet able to fully trust him as can be seen by him cutting Rozemyne off and warning her against discussing intelligence with him while Sergius is within earshot.","section=Part 5 Volume 3 source=prose Despite his exemplary service, [TAIL] Ferdinand [/TAIL] is not yet able to fully trust him as can be seen by him cutting Rozemyne off and warning her against discussing intelligence with him while [HEAD] Sergius [/HEAD] is within earshot.",enemy_rival,parsed,google/gemma-2-2b-it
Georgine,Sylvester,She had one of her name-sworn put the poison into Sylvester's food and he started to choke at their next dinner.,History,prose,no_relation,keyword:none,enemy_rival,Georgine || Sylvester,cand_004924,She had one of her name-sworn put the poison into Sylvester's food and he started to choke at their next dinner.,section=History source=prose [HEAD] Georgine [/HEAD] She had one of her name-sworn put the poison into [TAIL] Sylvester [/TAIL]'s food and he started to choke at their next dinner.,enemy_rival,parsed,google/gemma-2-2b-it
Adolphine,Sigiswald,"While she still loathes Sigiswald and is reluctant to handle traditional wifely duties, she brews rejuvenation potions for him.",Part 5 Volume 5,prose,no_relation,keyword:none,romantic,Adolphine || Sigiswald,cand_004925,"While she still loathes Sigiswald and is reluctant to handle traditional wifely duties, she brews rejuvenation potions for him.","section=Part 5 Volume 5 source=prose [HEAD] Adolphine [/HEAD] While she still loathes [TAIL] Sigiswald [/TAIL] and is reluctant to handle traditional wifely duties, she brews rejuvenation potions for him.",romantic,parsed,google/gemma-2-2b-it
Codenest,Reginald,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin),infobox,infobox,family,infobox:family/Relatives,family,Codenest || Reginald,cand_004926,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin),section=infobox source=infobox [HEAD] Codenest [/HEAD] Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) [TAIL] Reginald [/TAIL] (Cousin),family,parsed,google/gemma-2-2b-it
Arthur,Trauerqual,"Originally born in Gilessenmeyer, Arthur managed to become a Sovereign Noble under the rule of Zent Trauerqual and was eventually assigned to be the head attendant of the Zent's third son, Prince Hildebrand.",History,prose,service_retainer,"keyword:\battendant\b,\bhead attendant\b",service_retainer,Arthur || Trauerqual,cand_004927,"Originally born in Gilessenmeyer, Arthur managed to become a Sovereign Noble under the rule of Zent Trauerqual and was eventually assigned to be the head attendant of the Zent's third son, Prince Hildebrand.","section=History source=prose Originally born in Gilessenmeyer, [HEAD] Arthur [/HEAD] managed to become a Sovereign Noble under the rule of Zent [TAIL] Trauerqual [/TAIL] and was eventually assigned to be the head attendant of the Zent's third son, Prince Hildebrand.",service_retainer,parsed,google/gemma-2-2b-it
Adolphine,Rozemyne,"Due to pressure from the Sovereign Temple, Rozemyne follows an older form of the ritual involving the divine instruments of the God of Darkness and Goddess of Light, to supernatural effect.",Part 5 Volume 5,prose,no_relation,keyword:none,no_relation,Adolphine || Rozemyne,cand_004928,"Due to pressure from the Sovereign Temple, Rozemyne follows an older form of the ritual involving the divine instruments of the God of Darkness and Goddess of Light, to supernatural effect.","section=Part 5 Volume 5 source=prose [HEAD] Adolphine [/HEAD] Due to pressure from the Sovereign Temple, [TAIL] Rozemyne [/TAIL] follows an older form of the ritual involving the divine instruments of the God of Darkness and Goddess of Light, to supernatural effect.",no_relation,parsed,google/gemma-2-2b-it
Myne,Effa,Her mother Effa recalls that she used to throw tantrums out of jealousy of her sister's strong body and stamina.,Reincarnation as Myne,prose,family,"keyword:\bmother\b,\bsister\b",family,Myne || Effa,cand_004929,Her mother Effa recalls that she used to throw tantrums out of jealousy of her sister's strong body and stamina.,section=Reincarnation as Myne source=prose [HEAD] Myne [/HEAD] Her mother [TAIL] Effa [/TAIL] recalls that she used to throw tantrums out of jealousy of her sister's strong body and stamina.,family,parsed,google/gemma-2-2b-it
Jonsara,Philine,"Initially Jonsara treated Theresia's children well, and she was also the one who taught Philine how to play the harspiel and praised her for her performance at her debut to noble society.",History,prose,no_relation,keyword:none,friend_ally,Jonsara || Philine,cand_004930,"Initially Jonsara treated Theresia's children well, and she was also the one who taught Philine how to play the harspiel and praised her for her performance at her debut to noble society.","section=History source=prose Initially [HEAD] Jonsara [/HEAD] treated Theresia's children well, and she was also the one who taught [TAIL] Philine [/TAIL] how to play the harspiel and praised her for her performance at her debut to noble society.",friend_ally,parsed,google/gemma-2-2b-it
Fatiehe,Detlinde,"Fatiehe is an archattendant of Detlinde, the same age as her lady, and formerly a Werkestock archnoble.",lead,prose,no_relation,keyword:none,service_retainer,Fatiehe || Detlinde,cand_004931,"Fatiehe is an archattendant of Detlinde, the same age as her lady, and formerly a Werkestock archnoble.","section=lead source=prose [HEAD] Fatiehe [/HEAD] is an archattendant of [TAIL] Detlinde [/TAIL], the same age as her lady, and formerly a Werkestock archnoble.",service_retainer,parsed,google/gemma-2-2b-it
Frietack,Ferdinand,Ferdinand does so and has been training the two of them as well as their attendants.,Story,prose,service_retainer,keyword:\battendants\b,service_retainer,Frietack || Ferdinand,cand_004932,Ferdinand does so and has been training the two of them as well as their attendants.,section=Story source=prose [HEAD] Frietack [/HEAD] [TAIL] Ferdinand [/TAIL] does so and has been training the two of them as well as their attendants.,service_retainer,parsed,google/gemma-2-2b-it
Ralph,Lutz,"Ralph, Lutz and Fey are on their way to the forest as they come across Tuuli and Myne outside their house.",Story,prose,no_relation,keyword:none,no_relation,Ralph || Lutz,cand_004933,"Ralph, Lutz and Fey are on their way to the forest as they come across Tuuli and Myne outside their house.","section=Story source=prose [HEAD] Ralph [/HEAD], [TAIL] Lutz [/TAIL] and Fey are on their way to the forest as they come across Tuuli and Myne outside their house.",no_relation,parsed,google/gemma-2-2b-it
Raublut,Hildebrand,"Following Prince Hildebrand's royal debut and the announcement of his engagement with Lady Letizia of Ahrensbach, Raublut visits the prince in his villa.",Part 5 Volume 1,prose,romantic,keyword:\bengagement\b,romantic,Raublut || Hildebrand,cand_004934,"Following Prince Hildebrand's royal debut and the announcement of his engagement with Lady Letizia of Ahrensbach, Raublut visits the prince in his villa.","section=Part 5 Volume 1 source=prose Following Prince [TAIL] Hildebrand [/TAIL]'s royal debut and the announcement of his engagement with Lady Letizia of Ahrensbach, [HEAD] Raublut [/HEAD] visits the prince in his villa.",romantic,parsed,google/gemma-2-2b-it
Schwartz and Weiss,Mestionora,"She was made a secondary master to facilitate her work and participate in charging the magic tools before all other librarians - including the other masters - were either recalled to the Sovereignty or executed in the purge. |- |Rozemyne |Primary (Former) Secondary |Lady Rozemyne of Ehrenfest accidentally turned a prayer to Mestionora into a true blessing, which ended up recharging the two magic tools, who recognize her as their new master.",Known Masters,prose,enemy_rival,keyword:\bexecute(?:d|s)?\b,romantic,Schwartz and Weiss || Mestionora,cand_004935,"She was made a secondary master to facilitate her work and participate in charging the magic tools before all other librarians - including the other masters - were either recalled to the Sovereignty or executed in the purge. |- |Rozemyne |Primary (Former) Secondary |Lady Rozemyne of Ehrenfest accidentally turned a prayer to Mestionora into a true blessing, which ended up recharging the two magic tools, who recognize her as their new master.","section=Known Masters source=prose [HEAD] Schwartz and Weiss [/HEAD] She was made a secondary master to facilitate her work and participate in charging the magic tools before all other librarians - including the other masters - were either recalled to the Sovereignty or executed in the purge. |- |Rozemyne |Primary (Former) Secondary |Lady Rozemyne of Ehrenfest accidentally turned a prayer to [TAIL] Mestionora [/TAIL] into a true blessing, which ended up recharging the two magic tools, who recognize her as their new master.",romantic,parsed,google/gemma-2-2b-it
Adelbert,Aub Frenbeltag,"At some point, Adelbert's second daughter Constanze was also married to another duchy, becoming the first wife of Aub Frenbeltag.",History,prose,romantic,"keyword:\bwife\b,\bmarried\b",romantic,Adelbert || Aub Frenbeltag,cand_004936,"At some point, Adelbert's second daughter Constanze was also married to another duchy, becoming the first wife of Aub Frenbeltag.","section=History source=prose At some point, [HEAD] Adelbert [/HEAD]'s second daughter Constanze was also married to another duchy, becoming the first wife of [TAIL] Aub Frenbeltag [/TAIL].",romantic,parsed,google/gemma-2-2b-it
Eckhart,Ferdinand,Ferdinand ordered Eckhart to live for his wife's sake and to find something to fill the void left by her passing.,History,prose,romantic,keyword:\bwife\b,romantic,Eckhart || Ferdinand,cand_004937,Ferdinand ordered Eckhart to live for his wife's sake and to find something to fill the void left by her passing.,section=History source=prose [TAIL] Ferdinand [/TAIL] ordered [HEAD] Eckhart [/HEAD] to live for his wife's sake and to find something to fill the void left by her passing.,romantic,parsed,google/gemma-2-2b-it
Wilfried,Karstedt,"Lamprecht - One of Wilfried's longest-serving guard knights and a second cousin, being a son of Karstedt.",Guard Knights,prose,family,"keyword:\bson\b,\bcousin\b",family,Wilfried || Karstedt,cand_004938,"Lamprecht - One of Wilfried's longest-serving guard knights and a second cousin, being a son of Karstedt.","section=Guard Knights source=prose Lamprecht - One of [HEAD] Wilfried [/HEAD]'s longest-serving guard knights and a second cousin, being a son of [TAIL] Karstedt [/TAIL].",family,parsed,google/gemma-2-2b-it
Adolphine,Rozemyne,"After Rozemyne's return to the Royal Academy, Ehrenfest sends out invitations to all duchies for a final tea party before the Interduchy Tournament.",Part 4 Volume 3,prose,no_relation,keyword:none,no_relation,Adolphine || Rozemyne,cand_004939,"After Rozemyne's return to the Royal Academy, Ehrenfest sends out invitations to all duchies for a final tea party before the Interduchy Tournament.","section=Part 4 Volume 3 source=prose [HEAD] Adolphine [/HEAD] After [TAIL] Rozemyne [/TAIL]'s return to the Royal Academy, Ehrenfest sends out invitations to all duchies for a final tea party before the Interduchy Tournament.",no_relation,parsed,google/gemma-2-2b-it
Raublut,Gervasio,"Raublut tried to find out what happened, but was only told that it was due to ""the guidance of the Goddess of Time."" Having been denied the marriage with her, Raublut swore to Gervasio before the latter's departure to Lanzenave, that he would protect her.",History,prose,romantic,keyword:\bmarriage\b,romantic,Raublut || Gervasio,cand_004940,"Raublut tried to find out what happened, but was only told that it was due to ""the guidance of the Goddess of Time."" Having been denied the marriage with her, Raublut swore to Gervasio before the latter's departure to Lanzenave, that he would protect her.","section=History source=prose [HEAD] Raublut [/HEAD] tried to find out what happened, but was only told that it was due to ""the guidance of the Goddess of Time."" Having been denied the marriage with her, Raublut swore to [TAIL] Gervasio [/TAIL] before the latter's departure to Lanzenave, that he would protect her.",romantic,parsed,google/gemma-2-2b-it
